id,nombre,link_json,url,status_code,ok,elapsed_ms,total_productos,tiene_productos,timestamp
533,Cables Adaptadores Video,/monitores-y-proyectores/accesorios-de-monitores/cables-adaptadores-video,https://www.pcfactory.cl/categoria/monitores-y-proyectores/accesorios-de-monitores/cables-adaptadores-video,200,True,745,30,True,26/01/2026 07:04:10 Chile
533,Cables Adaptadores Video,/accesorios-y-perifericos/accesorios-de-monitores/cables-adaptadores-video,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/accesorios-de-monitores/cables-adaptadores-video,200,True,957,30,True,26/01/2026 07:04:10 Chile
533,Cables Adaptadores Video,/accesorios-y-perifericos/cables-y-adaptadores/cables-adaptadores-video,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/cables-y-adaptadores/cables-adaptadores-video,200,True,607,30,True,26/01/2026 07:04:10 Chile
532,Cables Adaptadores de Audio,/smart-tv-y-audio/accesorios-de-audio/cables-adaptadores-de-audio,https://www.pcfactory.cl/categoria/smart-tv-y-audio/accesorios-de-audio/cables-adaptadores-de-audio,200,True,1002,7,True,26/01/2026 07:04:10 Chile
532,Cables Adaptadores de Audio,/accesorios-y-perifericos/cables-y-adaptadores/cables-adaptadores-de-audio,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/cables-y-adaptadores/cables-adaptadores-de-audio,200,True,900,7,True,26/01/2026 07:04:10 Chile
836,Cables Coaxiales,/conectividad-y-redes/accesorios-red/cables-coaxiales,https://www.pcfactory.cl/categoria/conectividad-y-redes/accesorios-red/cables-coaxiales,200,True,1025,3,True,26/01/2026 07:04:10 Chile
836,Cables Coaxiales,/accesorios-y-perifericos/accesorios-red/cables-coaxiales,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/accesorios-red/cables-coaxiales,200,True,521,3,True,26/01/2026 07:04:10 Chile
836,Cables Coaxiales,/accesorios-y-perifericos/cables-y-adaptadores/cables-coaxiales,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/cables-y-adaptadores/cables-coaxiales,200,True,754,3,True,26/01/2026 07:04:10 Chile
534,Cables Datos / USB,/accesorios-y-perifericos/cables-y-adaptadores/cables-datos-usb,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/cables-y-adaptadores/cables-datos-usb,200,True,1014,5,True,26/01/2026 07:04:10 Chile
965,Cables Desktop,/partes-y-piezas-componentes/accesorios/cables-desktop,https://www.pcfactory.cl/categoria/partes-y-piezas-componentes/accesorios/cables-desktop,200,True,885,2,True,26/01/2026 07:04:10 Chile
531,Cables Poder,/accesorios-y-perifericos/cables-y-adaptadores/cables-poder,https://www.pcfactory.cl/categoria/accesorios-y-perifericos/cables-y-adaptadores/cables-poder,200,True,612,4,True,26/01/2026 07:04:10 Chile
535,Cables de Red,/conectividad-y-redes/accesorios-red/cables-de-red,https://www.pcfactory.cl/categoria/conectividad-y-redes/accesorios-red/cables-de-red,200,True,936,14,True,26/01/2026 07:04:10 Chile
